조사서번호,화재발생년월일,읍면동,세부주소,대상(도로)명,지역대거리,지번동,지번리,도로명주소,위도,경도
'190214043612558,2019-02-14 3:06,부여읍,'197-4 부여하수처리장 가는길인근,,0,부여읍,중정리,,0,0
'190215192147957,2019-02-15 16:23,은산면,'525-4 ,,0,은산면,오번리,은북로 175-2,0,0
'190217145245356,2019-02-17 13:29,규암면,' - 반산저수지 ,,0,규암면,합송리,,0,0
'190218105632068,2019-02-18 8:48,홍산면,'321-1 ,주거시설 - 단독주택,0,홍산면,북촌리,홍산시장로 77-6,0,0
'190218173234328,2019-02-18 16:41,규암면,'200-1 ,기타 - 기타야외,0,규암면,진변리,,0,0
'190218204841774,2019-02-18 18:57,세도면,'427-1 ,,0,세도면,청송리,세도로 19,0,0
'190219095738938,2019-02-19 7:09,임천면,'403-3 ,,0,임천면,만사리,충절로 940,0,0
'190224153226810,2019-02-24 13:37,구룡면,'299- ,,2.1,구룡면,금사리,성충로1342번길 26-1,0,0
'190301161205441,2019-03-01 14:27,장암면,'264-3 ,,0,장암면,정암리,,0,0
'190301164908906,2019-03-01 15:05,규암면,'719-1 ,,0,규암면,합송리,,0,0
'190306155302318,2019-03-06 12:38,임천면,'29-1 ,,0,임천면,칠산리,,0,0
'190307165723820,2019-03-07 14:30,초촌면,'54-1 덕고개,,0,초촌면,신암리,,0,0
'190307222052156,2019-03-07 17:56,충화면,'217-1 ,기타-기타야외(볏짚),3.5,충화면,복금리,,0,0
'190308171332525,2019-03-08 14:22,초촌면,'202-5 ,,3.1,초촌면,초평리,,0,0
'190309155543730,2019-03-09 14:50,은산면,'42-2 ,임야 - 들불(과수원/포도밭),1,은산면,은산리,,0,0
'190309193812618,2019-03-09 16:57,부여읍,'384- ,임야 - 산불,0,부여읍,가증리,,0,0
'190314101613851,2019-03-14 5:10,장암면,'354-1 ,,0,장암면,정암리,,0,0
'190314200920040,2019-03-14 18:12,남면,'502-2 ,,0,남면,송학리,,0,0
'190317101816178,2019-03-17 6:11,충화면,'53-2 ,,1.6,충화면,천당리,팔충로732번길 80,0,0
'190317121719796,2019-03-17 6:58,부여읍,'420- 구드레 구장,,0,부여읍,구교리,,0,0
'190317123712529,2019-03-17 7:50,옥산면,'88-4 ,,0,옥산면,수암리,,0,0
'190319100146066,2019-03-18 16:57,부여읍,'23-1 지피에스위치,,0,부여읍,중정리,,0,0
'190319163041641,2019-03-19 14:04,남면,'623- 지피에스위치,,0,남면,삼용리,,0,0
'190328015707297,2019-03-28 0:17,옥산면,' - 옥산북로173,단독주택,0,옥산면,홍연리,,0,0
'190401111430696,2019-04-01 9:11,구룡면,'267-4 ,산업시설 - 창고,2,구룡면,금사리,,0,0
'190403183700479,2019-04-03 16:10,은산면,'515-1 ,기타건축물- 헛간,0,은산면,오번리,,0,0
'190405072954608,2019-04-05 5:46,내산면,' - 9-19 외 2필지,,4.3,내산면,온해리,,0,0
'190406002204991,2019-04-05 20:56,은산면,'598- ,임길순주택,4.4,은산면,홍산리,충절로홍산6길 97-9,0,0
'190409040840333,2019-04-09 1:05,임천면,'917-1 ,생활서비스-일반음식점(선돌식당),0,임천면,칠산리,부흥로 63-7,0,0
'190409121812926,2019-04-09 10:47,부여읍,'148-4 지피에스위치,,0,부여읍,중정리,금성로211번길 28,0,0
'190412191406285,2019-04-12 13:42,외산면,'373-1 가람예공,,0,외산면,장항리,만수로 353-4,0,0
'190412214214611,2019-04-12 19:43,부여읍,'465-1 동문로 74 주택 앞 농로,화물자동차 - 엑티언스포츠,0,부여읍,염창리,,0,0
'190413143555070,2019-04-13 11:09,석성면,'128- ,고완종단독주택,6.9,석성면,정각리,왕릉로455번길 45,0,0
'190417004956377,2019-04-16 20:05,홍산면,'306-6 ,산업시설 - 공장((주)봉성DS),0,홍산면,홍양리,비홍로 39-6,0,0
'190417022306114,2019-04-16 23:12,양화면,'611- ,주거시설 - 단독주택,0,양화면,벽용리,양화북로110번길 37,0,0
'190420184823117,2019-04-20 11:49,임천면,'99-1 외 1필지,임야,0,임천면,구교리,,0,0
'190423171041613,2019-04-23 4:31,옥산면,'709-7 ,양계장,3.5,옥산면,홍연리,홍연로 162,0,0
'190423181249377,2019-04-23 15:51,내산면,'674-3 온해주유소 인근 도로상,국도40호선 도로상,0,내산면,온해리,,0,0
'190501220347718,2019-05-01 20:21,내산면,'146- 형제상회,주거시설 - 단독주택 보일러실,3,내산면,저동리,성충로 687,0,0
'190502171046277,2019-05-02 15:25,규암면,'667-1 ,,0,규암면,합송리,,0,0
'190502213256052,2019-05-02 17:35,규암면,'54- ,쎄븐팜영농조합법인(창고),6.7,규암면,금암리,동궁로 136,0,0
'190503180750437,2019-05-03 16:27,초촌면,'8-2 ,,6.3,초촌면,진호리,,0,0
'190507134240027,2019-05-07 10:31,세도면,'60-42 금강주유소 옆 창고,농약창고,4.6,세도면,가회리,부흥로 1080,0,0
'190507160506885,2019-05-07 14:20,부여읍,'522-1 알파문구 부여점 창고,정원희건물(알파문구부속창고),0,부여읍,동남리,,0,0
'190508155250731,2019-05-08 13:57,홍산면,'273-4 ,야적장,0,홍산면,좌홍리,대백제로848번길 30-5,0,0
'190512132327510,2019-05-12 12:08,부여읍,'472- ,,0,부여읍,저석리,저동로37번길 46,0,0
'190522085227225,2019-05-22 6:58,부여읍,'138-5 ,단독주택,0,부여읍,구교리,나성북로 49,0,0
'190525001148473,2019-05-24 20:22,부여읍,'103-4 ,기타 - 기타야외(볏짚),0,부여읍,자왕리,,0,0
'190602131428551,2019-06-02 11:38,규암면,'570- ,,0,규암면,나복리,,0,0
'190602164435713,2019-06-02 14:38,석성면,'119-2 ,,2.1,석성면,증산리,,0,0
'190625084908720,2019-06-25 6:06,부여읍,'580-16 ,,0,부여읍,송곡리,,0,0
'190627110124739,2019-06-27 5:59,초촌면,'24-8 엔진산업,,0,초촌면,세탑리,금백로 960-14,0,0
'190630134446994,2019-06-30 12:42,부여읍,' - ,,0,부여읍,자왕리,,0,0
'190703102120793,2019-07-03 8:26,홍산면,'154-3 ,,0,홍산면,북촌리,태봉산길 14-4,0,0
'190705224019131,2019-07-05 19:32,충화면,'297- ,주거시설 - 단독주택(헛간),2.1,충화면,팔충리,덕림남로20번길 19,0,0
'190707135616528,2019-07-07 10:34,장암면,'928-4 ,기타 - 기타야외,7,장암면,지토리,,0,0
'190709070902646,2019-07-09 5:42,규암면,'305-1 ,,0,규암면,반산리,호수로14번길 9-3,0,0
'190709232651116,2019-07-09 19:15,홍산면,'164-9 ,생활서비스 - 일반음식점(푸드런),0,홍산면,남촌리,홍산로 55,0,0
'190717103432469,2019-07-17 8:14,초촌면,'24-8 ,,3.1,초촌면,세탑리,,0,0
'190722110323611,2019-07-22 6:32,초촌면,'24-8 ,폐기물 야적장,3.1,초촌면,세탑리,금백로 960-14,0,0
'190731003948486,2019-07-30 20:02,임천면,'29-1 외 1필지,주거시설 - 단독주택,0,임천면,두곡리,두곡로 135-9,0,0
'190801172252955,2019-08-01 15:14,양화면,'29- ,청산농장,6.1,양화면,수원리,망배로 63,0,0
'190803014629791,2019-08-02 23:17,충화면,'250- ,,2.3,충화면,지석리,,0,0
'190804022131754,2019-08-03 23:12,구룡면,'277-3 ,만나떡방아간,0.5,구룡면,태양리,태양로 3-3,0,0
'190806034746834,2019-08-06 1:16,세도면,'407-14 황배골 인근,,0,세도면,청포리,,0,0
'190808154101311,2019-08-08 13:14,부여읍,'525- ,공장,0,부여읍,가증리,삼충로 75,0,0
'190814154501275,2019-08-14 13:17,세도면,'240-2 ,,5.2,세도면,가회리,,0,0
'190901171220182,2019-09-01 14:16,구룡면,'39-2 ,,4.1,구룡면,용당리,부두로277번길 19-,0,0
'190901194418111,2019-09-01 18:37,규암면,'345-68 ,,0,규암면,외리,,0,0
'190904173637052,2019-09-04 13:15,내산면,'380- ,,5.5,내산면,온해리,,0,0
'190909234037349,2019-09-09 21:03,부여읍,'111-4 ,,0,부여읍,왕포리,,0,0
'191004133823771,2019-10-04 11:13,홍산면,'18-1 ,,0,홍산면,조현리,송학로식송길 67,0,0
'191009231602119,2019-10-09 21:38,부여읍,'628-1 자왕교,,0,부여읍,자왕리,,0,0
'191022191527984,2019-10-22 16:03,부여읍,'602-3 ,일상서비스(현대OA),0,부여읍,쌍북리,성왕로 276,0,0
'191026190957405,2019-10-26 16:28,구룡면,'912-4 배수처리장 인근 논,콤바인,3.3,구룡면,용당리,,0,0
'191029212428955,2019-10-29 17:19,부여읍,'330-2 ,주거시설 - 단독주택,0,부여읍,가증리,가증로 71,0,0
'191103155658097,2019-11-03 14:46,부여읍,'608-3 ,,0,부여읍,동남리,,0,0
'191109163059807,2019-11-09 14:16,부여읍,'104- ,기타- 잡목,0,부여읍,군수리,성왕로36번길 13,0,0
'191115141031988,2019-11-15 12:03,은산면,'222-2 ,,0,은산면,가중리,,0,0
'191119125531073,2019-11-19 10:19,양화면,'329-3 ,,0,양화면,수원리,,0,0
'191119210303526,2019-11-19 17:34,초촌면,'406-5 ,,0,초촌면,송정리,,0,0
'191123162550015,2019-11-23 13:54,옥산면,'1-3 ,고추건조기화재,0,옥산면,상기리,,0,0
'191124221948037,2019-11-24 19:34,외산면,'285- ,,0,외산면,반교리,반교서로 60-22,0,0
'191126190717998,2019-11-26 14:12,외산면,'2-98 ,,0,외산면,만수리,,0,0
'191126195341429,2019-11-26 15:29,양화면,'312-4 외 1필지,,0,양화면,벽용리,,0,0
'191126214232098,2019-11-26 17:03,세도면,'101-1 외 1필지,,0,세도면,가회리,,0,0
'191206180813488,2019-12-06 10:35,석성면,'49-7 ,,0,석성면,증산리,비당로320번길 33,0,0
'191206200316540,2019-12-06 13:49,구룡면,'533- ,,0,구룡면,금사리,,0,0
'191206211622347,2019-12-06 15:23,외산면,'28- ,,0,외산면,만수리,,0,0
'191208104615996,2019-12-08 9:18,부여읍,'412-3 ,,0,부여읍,쌍북리,,0,0
'191215093639490,2019-12-15 8:00,세도면,'267- ,,0,세도면,동사리,동사로 109-10,0,0
'191216104804379,2019-12-16 9:01,은산면,'214- ,,0,은산면,가곡리,매화로90번길 3-18,0,0
'191217110942456,2019-12-17 6:27,외산면,'269-1 ,주거시설 -  단독주택,0,외산면,비암리,만수로887번길 27,0,0
'191217191125717,2019-12-17 17:39,부여읍,'385- ,,0,부여읍,구교리,정림로 3,0,0
'191225203544120,2019-12-25 18:45,구룡면,'694-2 ,비닐하우스,0,구룡면,구봉리,,0,0
'191230030102318,2019-12-30 0:54,규암면,'100-9 정미소,,0,규암면,내리,,0,0
'200102162416987,2020-01-02 14:27,충화면,'119-20 ,주거시설 - 주택(창고),4.6,충화면,복금리,가림로354번길 53,0,0
'200120235900995,2020-01-20 21:48,세도면,'662- 갈멜산기도원,갈멜산기도원,0,세도면,귀덕리,인세로53번길 183-55,0,0
'200123165336962,2020-01-23 13:18,초촌면,'299- ,주거시설 - 단독주택,6,초촌면,진호리,진호로31번길 14-11,0,0
'200126101343411,2020-01-25 6:41,홍산면,'432-7 ,,0,홍산면,북촌리,,0,0
'200129124414647,2020-01-29 9:57,홍산면,'11-1 ,,0,홍산면,토정리,거북뫼로 68,0,0
'200131102103357,2020-01-31 8:34,규암면,'263-5 ,자동차 - 승용자동차,0,규암면,반산리,흥수로797번길 14,0,0
'200205191658885,2020-02-05 17:26,남면,'304-4 외 1필지,둑방화재,0,남면,회동리,,0,0
'200206013922386,2020-02-05 22:13,은산면,'143-12 ,,0,은산면,은산리,충의로673번길 30-4,0,0
'200206171841611,2020-02-06 14:57,초촌면,'265-3 ,,5.7,초촌면,송정리,송정로38번길 80,0,0
'200207172541314,2020-02-07 15:45,홍산면,'393- ,,0,홍산면,정동리,홍산정동로154번길 17,0,0
'200209170935544,2020-02-09 15:14,옥산면,'306-1 ,,0,옥산면,가덕리,,0,0
'200211222736186,2020-02-11 20:33,초촌면,'700-40 외 1필지,,3.8,초촌면,소사리,,0,0
'200212151613385,2020-02-12 12:08,초촌면,'17- ,동ㆍ식물시설 - 돈사(해피피그),1.5,초촌면,응평리,응신길 39,0,0
'200218102739737,2020-02-18 8:28,규암면,'72-1 ,,0,규암면,합송리,,0,0
'200221125753113,2020-02-21 8:34,은산면,'116-2 ,,0,은산면,거전리,,0,0
'200221173312939,2020-02-21 15:05,부여읍,'361- ,,0,부여읍,구교리,,0,0
'200222211414665,2020-02-22 18:00,세도면,'587- ,,5.1,세도면,장산리,,0,0
'200223161711523,2020-02-23 13:24,부여읍,'346-4 축협 본점,축협(하나로마트 건물),0,부여읍,구아리,성왕로 195,0,0
'200224172231578,2020-02-24 15:32,부여읍,'204-7 장승골 식당,,0,부여읍,구교리,나성로 57,0,0
'200224215619489,2020-02-24 18:39,남면,'662-3 ,,3.4,남면,마정리,,0,0
'200301163946693,2020-03-01 14:34,임천면,'130-4 ,,0,임천면,비정리,,0,0
'200303173920157,2020-03-03 16:23,규암면,'839- ,LH천년나무 101동 앞 분리수거장,0,규암면,내리,내동로 26,0,0
'200304154454667,2020-03-04 13:37,부여읍,'169-11 ,산업시설 - 동ㆍ식물시설 - 버섯하우스,0,부여읍,왕포리,,0,0
'200306183226366,2020-03-06 16:52,규암면,'108-2 가보세단란주점,생활서비스 - 위락시설 - 단락주점,0,규암면,규암리,자온로 72,0,0
'200308191614201,2020-03-08 15:48,초촌면,'624-2 ,,3.1,초촌면,산직리,,0,0
'200314184730553,2020-03-14 16:28,내산면,'371-3 ,,0,내산면,묘원리,면동로 141,0,0
'200316095727071,2020-03-16 6:55,석성면,'357-1 세종산업,산업시설 - 공장(세종산업),2.1,석성면,증산리,증산천길 140,0,0
'200316113117809,2020-03-16 9:28,부여읍,'134-3 ,,0,부여읍,구교리,나성북로30번길 18-1,0,0
'200316170111841,2020-03-16 15:06,부여읍,'734- ,홍선금동아파트,0,부여읍,쌍북리,성왕로328번길 18-7,0,0
'200318152451032,2020-03-18 13:03,초촌면,'160-9 외 2필지,,2.3,초촌면,초평리,,0,0
'200320140705053,2020-03-20 12:06,규암면,'97-15 외 1필지,,0,규암면,석우리,,0,0
'200322155110239,2020-03-22 14:20,부여읍,'677-6 바다여행,,0,부여읍,동남리,계백로 287-1,0,0
'200322191557704,2020-03-22 16:47,부여읍,'277- 외 4필지,,0,부여읍,구교리,,0,0
'200323135335396,2020-03-23 10:28,세도면,'15-15 ,비닐하우스,2,세도면,청포리,,0,0
'200331142600791,2020-03-31 13:06,규암면,'485-1 대명철강 앞,,0,규암면,노화리,,0,0
'200403100611622,2020-04-03 7:42,양화면,'219-6 ,비닐하우스,8.1,양화면,송정리,,0,0
'200403204955072,2020-04-03 10:31,양화면,'327- ,주거시설 - 단독주택,4,양화면,원당리,양화동로 415-4,0,0
'200403154639931,2020-04-03 12:41,구룡면,'729- 외 2필지,논 둑,6,구룡면,용당리,,0,0
'200403235509645,2020-04-03 15:48,내산면,'84-1 ,임야,3.2,내산면,천보리,,0,0
'200404010551106,2020-04-03 21:08,구룡면,'271-3 ,주거시설 - 단독주택,2,구룡면,논티리,구룡로381번길 18,0,0
'200404210026023,2020-04-04 16:03,석성면,'1039-3 ,,1.8,석성면,봉정리,,0,0
'200404221948276,2020-04-04 16:15,부여읍,'580- 나래공원,,0,부여읍,군수리,,0,0
'200404233138802,2020-04-04 16:53,남면,'255-1 ,,0,남면,금천리,금천서로 30-10,0,0
'200407175919113,2020-04-07 14:33,세도면,'239- 조병국 댁,,4.4,세도면,가회리,가회로169번길 10-2,0,0
'200408193505741,2020-04-08 16:09,초촌면,'672-1 국사로93번길 92,,0,초촌면,소사리,,0,0
'200408204326767,2020-04-08 16:59,초촌면,'673-3 ,,4.8,초촌면,소사리,국사로93번길 80,0,0
'200409021613198,2020-04-09 0:22,은산면,'910-5 ,,0,은산면,오번리,,0,0
'200410112703326,2020-04-10 10:05,은산면,'35-7 도로상,,0,은산면,가중리,,0,0
'200411170918528,2020-04-11 14:31,부여읍,'25-4 ,농막,0,부여읍,염창리,,0,0
'200412113113135,2020-04-12 9:33,남면,'272-34 ,가축시장,0,남면,삼용리,삼용로 3-40,0,0
'200413171035804,2020-04-13 14:47,석성면,'426- 우주영농조합법인,기타 - 기타야외(쓰레기장),1,석성면,석성리,석성로 89,0,0
'200414121702664,2020-04-14 8:01,장암면,'522-5 ,(주)오메꼬꼬 2농장,0,장암면,북고리,북고로 233-12,0,0
'200416153401757,2020-04-16 12:58,구룡면,'9-25 ,기타-기타야외(밤나무산),2.5,구룡면,죽교리,,0,0
'200422163354017,2020-04-22 14:21,충화면,'56-6 ,주거시설-단독주택(보일러실),4,충화면,복금리,가림로 326-11,0,0
'200423172657059,2020-04-23 14:51,충화면,'641-4 수도산기도원,,0,충화면,지석리,팔충로420번길 63-1,0,0
'200426112114945,2020-04-26 8:44,내산면,'360- ,마을회관(노인회관),0,내산면,천보리,홍내로천보길 144-1,0,0
'200429133825636,2020-04-29 10:17,초촌면,'297- ,,9.2,초촌면,송정리,마름로329번길 47,0,0
'200430183920026,2020-04-30 13:36,외산면,'408-11 ,,0,외산면,지선리,,0,0
'200506192410822,2020-05-06 18:07,규암면,'107-1 도일 통닭,,0,규암면,규암리,자온로 68,0,0
'200507215510870,2020-05-07 19:01,부여읍,'516-9 삼진아파트,,0,부여읍,동남리,계백로241번길 18,0,0
'200512202458495,2020-05-12 18:59,부여읍,'136- ,부여군보건소,0,부여읍,구아리,성왕로 205,0,0
'200514224541532,2020-05-14 20:05,부여읍,'224-3 ,,,부여읍,군수리,성왕로35번길 27-38,0,0
'200529135754250,2020-05-29 11:02,임천면,'243- ,,0,임천면,만사리,만가로122번길 71-13,0,0
'200530041259045,2020-05-30 3:04,규암면,'86-2 ,,0,규암면,내리,,0,0
'200601054444412,2020-06-01 4:13,규암면,'765-4 ,,0,규암면,내리,,0,0
'200601100743894,2020-06-01 8:47,부여읍,'214-2 삼성컨테이너,,0,부여읍,가증리,가증남로 95,0,0
'200605141101830,2020-06-05 11:37,구룡면,'21-14 ,,4.5,구룡면,용당리,,0,0
'200606120629445,2020-06-06 9:56,구룡면,'698-4 4번국도 도로상,,0,구룡면,동방리,,0,0
'200607180443182,2020-06-07 13:32,외산면,'117-3 외 5필지,동ㆍ식물시설-계사(샬롬농장),0,외산면,삼산리,삼산로 14-20,0,0
'200610072504641,2020-06-10 3:52,장암면,'891- 농로상,자동차-승용자동차,10,장암면,하황리,,0,0
'200610094227904,2020-06-10 4:59,외산면,'479-1 ,화암사 보일러실,0,외산면,화성리,화암길 150,0,0
'200610152820357,2020-06-10 13:27,규암면,'158-13 ,,0,규암면,합송리,,0,0
'200619101045231,2020-06-19 7:19,남면,'497-13 ,,0,남면,신홍리,남성로 261,0,0
'200622180106050,2020-06-22 16:11,부여읍,'149-18 2층,,0,부여읍,구아리,중앙로5번길 20-1,0,0
'200714221615473,2020-07-14 19:43,장암면,'133-1 ,강강일 헛간,0,장암면,북고리,북고로 405-14,0,0
'200718113452246,2020-07-18 8:22,부여읍,'727- 왕궁아파드 307동 402호,,0,부여읍,쌍북리,성왕로352번길 11,0,0
'200727173205811,2020-07-27 16:30,남면,'321- ,유재경 주택 옆 헛간,0,남면,송학리,송수로 145-7,0,0
'200811022101576,2020-08-10 23:28,초촌면,'271- ,,0,초촌면,신암리,응신길 356-4,0,0
'200811052914535,2020-08-11 3:27,구룡면,'668- ,,3.7,구룡면,용당리,용당로2번길 46-8,0,0
'200812043135034,2020-08-12 2:31,홍산면,'306-5 현호산업,스키드로더,0,홍산면,홍양리,비홍로 39-20,0,0
'200817205519760,2020-08-17 19:05,규암면,'3-14 ,조종찬의 헛간,0,규암면,석우리,호수로 58,0,0
'200821143932217,2020-08-21 12:53,충화면,'426-2 충화 미곡처리장 앞,충화미곡처리장 도로상,0.9,충화면,팔충리,팔충로 804,0,0
'200822034215021,2020-08-22 1:16,임천면,'247-18 ,조범연의 헛간,0,임천면,칠산리,,0,0
'200826114947811,2020-08-26 9:54,구룡면,'646-2 용당초등학교 있는 곳에서 회관쪽 /,,3.8,구룡면,용당리,용당로2번길 55,0,0
'200902234621550,2020-09-02 21:07,부여읍,'41-1 ,,0,부여읍,군수리,신기정로94번길 10,0,0
'200906054119868,2020-09-06 2:56,외산면,'192- ,윤종문 주택,0,외산면,가덕리,가덕로120번길 30,0,0
'200918185556706,2020-09-13 7:43,홍산면,'338-2 ,,0,홍산면,북촌리,북촌로40번길 25-19,0,0
'200917122813499,2020-09-17 10:36,홍산면,'166-10 샘물식당 뒤쪽,명칭없음 동명칭없음,0,홍산면,남촌리,홍산로 59-1,0,0
'200929111648870,2020-09-29 9:01,은산면,'53-10 농막,이혁인 농막,0,은산면,나령리,,0,0
'200930024120553,2020-09-30 1:13,초촌면,'118-6 ,컨테이너(창고),0,초촌면,송국리,,0,0
'201007104026365,2020-10-07 9:24,남면,'128-1 ,,0,남면,마정리,마정로90번길 30-3,0,0
'201009214020915,2020-10-09 19:41,석성면,'17-4 ,수중모터,2.5,석성면,현내리,,0,0
'201011195344033,2020-10-11 16:29,은산면,'7-1 충절로2722번길 78,이성범 주택,0,은산면,신대리,충절로2722번길 78,0,0
'201017131717321,2020-10-17 12:00,부여읍,'251-2 가증1리,차단기화재,0,부여읍,가증리,가증로 63,0,0
'201018101306820,2020-10-18 7:31,남면,'166-1 ,벼건조기,0,남면,삼용리,삼용로 62,0,0
'201020101556236,2020-10-20 8:34,부여읍,'53-12 ,차량화재[4번 도로상(논산->부여방면)],0,부여읍,가탑리,,0,0
'201020194155811,2020-10-20 18:11,부여읍,'81-6 gps / 부여장로교회에 붙어있는 주택,,0,부여읍,관북리,,0,0
'201029182309438,2020-10-29 16:35,은산면,'263- ,,0,은산면,가중리,,0,0
'201102010534370,2020-11-01 21:12,내산면,'89-2 ,이항구 주택,6.7,내산면,지티리,성충로지티길 43-8,0,0
'201103061826118,2020-11-03 5:10,부여읍,'252-1 ,,0,부여읍,석목리,,0,0
'201106072430808,2020-11-06 6:14,부여읍,'109- 인텔리안빌딩 102동,인텔리안타운하우스 102동,0,부여읍,왕포리,왕중로 74,0,0
'201108181656390,2020-11-08 14:18,남면,'67-4 ,노재권씨 단독주택,0,남면,마정리,마정로 188-17,0,0
'201108191036477,2020-11-08 15:19,초촌면,'1-4 ,(주)한길(공장동) 부속건축물,1.8,초촌면,신암리,신암로 422,0,0
'201110163318980,2020-11-10 15:17,규암면,'864-1 ,비닐하우스,0,규암면,나복리,,0,0
'201115172131249,2020-11-15 15:02,부여읍,'256-1 ,고성복의 저온저장고,0,부여읍,석목리,,0,0
'201116233817623,2020-11-16 20:39,초촌면,'2- 한길,컨테이너,1.4,초촌면,신암리,,0,0
'201118171928428,2020-11-18 15:08,홍산면,'70-22 서천 부여방향,,,홍산면,홍양리,,0,0
'201119022611690,2020-11-19 0:07,옥산면,'234-3 ,박주연 농막,0,옥산면,대덕리,중양로 9-50,0,0
'201124232112859,2020-11-24 18:58,부여읍,'164- ,임다묵 주택,0,부여읍,송곡리,수락로36번길 16,0,0
'201126155005062,2020-11-26 14:16,부여읍,'292-4 ,박정화의 헛간,0,부여읍,동남리,금성로14번길 7-7,0,0
'201203154411244,2020-12-03 13:20,내산면,'424-2 ,신은호 주택,3.4,내산면,천보리,홍내로천보길 82,0,0
'201204131546314,2020-12-04 10:56,부여읍,'19- ,안동김씨 중종,0,부여읍,송간리,저동로 245,0,0
'201206224454086,2020-12-06 20:18,남면,'499- ,최민수 주택,0,남면,송학리,송학로하조길 46,0,0
'201209094346374,2020-12-09 8:32,부여읍,'382-13 ,,0,부여읍,가탑리,왕중로 15-6,0,0
'201209163828159,2020-12-09 15:01,구룡면,'9-10 ,,2.5,구룡면,주정리,,0,0
'201211005743184,2020-12-10 23:00,구룡면,'694-3 ,비닐하우스창고,0,구룡면,구봉리,,0,0
'201213174139519,2020-12-13 13:57,충화면,'262- 충신로266번길 28-9,신윤식 농기계보관창고,3.7,충화면,청남리,충신로266번길 24-9,0,0
'201214170034196,2020-12-14 14:50,외산면,'138- ,"2005년식 현대 포터2 더블캡 ,89우2663",0,외산면,비암리,만수로주암길 20-7,0,0
'201217024215760,2020-12-17 0:52,홍산면,'162-9 ,서부여농협본점,0,홍산면,남촌리,홍산로 53,0,0
'201224142541232,2020-12-24 9:59,석성면,'405-4 도로상(논산->부여 방향),차량화재,0,석성면,정각리,왕릉로 485-11,0,0
'201224153822781,2020-12-24 10:50,충화면,'35-1 ,유명식 주택,0,충화면,복금리,,0,0
'201231195728337,2020-12-31 17:50,석성면,'269-4 ,버섯재배사(양송이버섯),3.8,석성면,현내리,석성북로 145,0,0
'210102001201449,2021-01-01 20:36,외산면,'124-1 ,윤병진 창고,0,외산면,복덕리,복덕로112번길 29,0,0
'210102095253907,2021-01-02 6:24,양화면,'29- ,임은정돈사(청산농장),6.1,양화면,수원리,망배로 63,0,0
'210103213623432,2021-01-03 19:18,부여읍,'176-8 가장맛있는 족발,가장 맛있는 족발 가게,0,부여읍,구아리,부장대로 49,0,0
'210107193338672,2021-01-07 17:12,부여읍,'116-6 ,임금란 주택,0,부여읍,구교리,나성북로 14-8,0,0
'210108114935132,2021-01-08 8:18,임천면,'291- ,이규호 주택,0,임천면,탑산리,팔충로1435번길 21-8,0,0
'210109121813323,2021-01-09 10:05,장암면,'819-2 ,농막,0,장암면,합곡리,,0,0
'210110005359463,2021-01-09 23:01,석성면,'630- ,최근택 주택,0,석성면,석성리,석성향교길 3,0,0
'210119151046160,2021-01-19 13:12,세도면,'599-6 ,,1.6,세도면,청송리,세도로 105-4,0,0
'210201230500455,2021-02-01 20:20,규암면,'436- ,이갑준 주택,3.8,규암면,신성리,서궁로409번길 13-6,0,0
'210204144537981,2021-02-04 10:36,충화면,'530- ,단독주택,0,충화면,가화리,충신로523번길 25-2,0,0
'210209155945119,2021-02-09 8:47,석성면,'265-3 외 1필지,,0,석성면,현내리,,0,0
'210210184258134,2021-02-10 16:49,구룡면,'604-4 공주서천고속도로 서천방향,공주서천고속도로 서천방향,0,구룡면,현암리,,0,0
'210215194448950,2021-02-15 15:46,구룡면,'113- ,김운종 주택,2.2,구룡면,금사리,금사북로40번길 21,0,0
'210215205812988,2021-02-15 16:46,임천면,'455-2 ,조성연 헛간,0,임천면,두곡리,부흥로305번길 101-9,0,0
'210217171832516,2021-02-17 10:28,외산면,'266- ,유리농장&#8211;계사(양계장),0,외산면,수신리,만수로 963-26,0,0
'210220072919873,2021-02-20 5:37,석성면,'175- ,이재선 버섯재배사,0,석성면,비당리,비당로265번길 27-11,0,0
'210220140556588,2021-02-20 12:50,구룡면,'277-4 태양리 1구 회관 앞,마을 재활용 분리수거장,0,구룡면,태양리,흥수로183번길 12-1,0,0
'210221194642732,2021-02-21 16:20,임천면,'201-2 임천면 팔충로 1305번길 19-4,,0,임천면,가신리,,0,0
'210224001151085,2021-02-23 21:21,세도면,'4-81 ,갈대밭,0,세도면,청포리,,0,0
'210225031325456,2021-02-25 0:25,세도면,'587-0 ,,0,세도면,장산리,,0,0
'210225172520611,2021-02-25 14:57,규암면,'310- ,수상장 푼톤화재,0,규암면,호암리,,0,0
'210227171130653,2021-02-27 15:35,장암면,'496-6 외 1필지(474-6),,0,장암면,정암리,,0,0
'210227211123241,2021-02-27 19:04,초촌면,'388- ,이정복씨 주택,3,초촌면,진호리,마름로26번길 4,0,0
'210303200959660,2021-03-03 17:26,부여읍,'28-1 ,단독주택,0,부여읍,가증리,삼충로120번길 7-3,0,0
'210304010637490,2021-03-03 22:21,초촌면,'202- ,버섯재배사,3.5,초촌면,응평리,초촌로31번길 43,0,0
'210305181016387,2021-03-05 13:35,충화면,' - 82-5,,6.3,충화면,오덕리,오덕로 142-4,0,0
'210307174732049,2021-03-07 12:45,충화면,'56-23 ,단독주택,0,충화면,복금리,가림로 332,0,0
